time,open,high,low,close,Plot,Volume,Volume MA
1635717600,23.894,23.9125,23.8082,23.81835,NaN,185,NaN
1635718500,23.81835,23.832,23.8091,23.8185,NaN,51,NaN
1635719400,23.8185,23.824,23.807,23.8105,NaN,28,NaN
1635720300,23.8105,23.8105,23.7803,23.80105,NaN,33,NaN
1635721200,23.80105,23.8094,23.7965,23.8094,NaN,26,NaN
1635722100,23.8094,23.81625,23.8067,23.8105,NaN,29,NaN
1635723000,23.8105,23.8105,23.7783,23.7855,23.807685714285714,54,NaN
1635723900,23.7855,23.7925,23.7511,23.77655,23.80323775510204,80,NaN
1635724800,23.77655,23.82145,23.77655,23.82,23.805632361516036,98,NaN
1635725700,23.82,23.8306,23.8062,23.823,23.808113452728033,86,NaN
1635726600,23.823,23.8383,23.8208,23.82935,23.811147245195457,64,NaN
1635727500,23.82935,23.83385,23.8155,23.8215,23.812626210167537,65,NaN
1635728400,23.8215,23.857,23.786,23.828,23.81482246585789,282,NaN
1635729300,23.828,23.8445,23.8005,23.8295,23.81691925644962,192,NaN
1635730200,23.8295,23.8295,23.7935,23.8245,23.81800221981396,149,NaN
1635731100,23.8245,23.8324,23.7884,23.8225,23.818644759840534,162,NaN
1635732000,23.8225,23.865,23.8196,23.854,23.823695508434746,131,NaN
1635732900,23.854,23.879,23.84546,23.874,23.830881864372635,65,NaN
1635733800,23.874,23.885,23.858,23.87,23.836470169462263,131,NaN
1635734700,23.87,23.871,23.831,23.8404,23.837031573824795,67,98.9
1635735600,23.8404,23.84915,23.8335,23.84135,23.837648491849826,57,92.5
1635736500,23.84135,23.8424,23.8175,23.8235,23.835627278728424,43,92.1
1635737400,23.8235,23.829,23.8175,23.8195,23.833323381767222,21,91.75
1635738300,23.8195,23.827,23.817,23.822,23.831705755800474,21,91.15
1635739200,23.822,23.8265,23.817,23.823,23.83046207640041,22,90.95
1635740100,23.823,23.823,23.81,23.81,23.82753892262892,22,90.6
1635741000,23.81,23.8135,23.804,23.8085,23.82481907653908,24,89.1
1635741900,23.8085,23.82,23.806,23.8175,23.82377349417635,14,85.8
1635742800,23.8175,23.86,23.811,23.86,23.828948709294018,64,84.1
1635743700,23.86,23.86,23.832,23.838,23.83024175082344,44,82
1635744600,23.838,23.878,23.838,23.863,23.834921500705807,95,83.55
1635745500,23.863,23.8955,23.82505,23.89535,23.84355414346212,134,87
1635746400,23.89535,23.9355,23.857,23.8845,23.849403551538963,267,86.25
1635747300,23.8845,23.8921,23.8122,23.8235,23.845703044176254,146,83.95
1635748200,23.8235,23.8546,23.813,23.83225,23.843781180722505,157,84.35
1635749100,23.83225,23.856,23.82065,23.8265,23.841312440619294,116,82.05
1635750000,23.8265,23.8485,23.823,23.83865,23.840932091959395,146,82.8
1635750900,23.83865,23.8635,23.8365,23.85706,23.84323607882234,253,92.2
1635751800,23.85706,23.873,23.8484,23.87025,23.84709521041915,132,92.25
1635752700,23.87025,23.88425,23.7838,23.7838,23.838053037502124,173,97.55
1635753600,23.7838,23.8395,23.77816,23.7955,23.83197403214468,199,104.65
1635754500,23.7955,23.8025,23.751,23.8025,23.827763456124014,172,111.1
1635755400,23.8025,23.829,23.78885,23.8001,23.823811533820585,192,119.65
1635756300,23.8001,23.83275,23.7931,23.821,23.82340988613193,104,123.8
1635757200,23.821,23.8295,23.80995,23.819,23.822779902398796,64,125.9
1635758100,23.819,23.8574,23.79485,23.855,23.827382773484683,104,130
1635759000,23.855,23.8937,23.85185,23.8866,23.835842377272588,87,133.15
1635759900,23.8866,23.88975,23.84205,23.84205,23.836729180519363,94,137.15
1635760800,23.84205,23.8902,23.8365,23.8675,23.84112501187374,93,138.6
1635761700,23.8675,23.8935,23.86465,23.8743,23.845864295891776,72,140
1635762600,23.8743,23.88355,23.862,23.88345,23.85123368219295,47,137.6
1635763500,23.88345,23.89535,23.8765,23.8765,23.854843156165384,27,132.25
1635764400,23.8765,23.89535,23.8402,23.8405,23.85279413385604,80,122.9
1635765300,23.8405,23.8465,23.8034,23.8115,23.846894971876605,94,120.3
1635766200,23.8115,23.8754,23.80275,23.8754,23.850967118751377,109,117.9
1635767100,23.8754,23.8934,23.858,23.8625,23.852614673215466,140,119.1
1635768000,23.8625,23.9065,23.846,23.8945,23.858598291327542,216,122.6
1635768900,23.8945,23.9945,23.86256,23.9005,23.86458424970932,390,129.45
1635769800,23.9005,23.9729,23.9005,23.954,23.877357928322276,382,141.95
