time,open,high,low,close,Plot,Volume,Volume MA
1645398000,23.8935,24.042,23.8935,24.0145,NaN,161,NaN
1645398300,24.0145,24.018,23.96846,24.0102,NaN,699,NaN
1645398600,24.0102,24.038,23.99785,24.00255,NaN,639,NaN
1645398900,24.00255,24.0095,23.98065,24.0083,NaN,217,NaN
1645399200,24.0083,24.0085,23.98015,23.98265,NaN,211,NaN
1645399500,23.98265,23.997,23.97436,23.99156,NaN,197,NaN
1645399800,23.99156,24.01085,23.96705,23.99815,24.00113,359,NaN
1645400100,23.99815,24.0057,23.9897,23.9897,23.99949714285714,163,NaN
1645400400,23.9897,23.9999,23.98315,23.9975,23.999211836734695,226,NaN
1645400700,23.9975,24.03425,23.9975,24.03425,24.004217288629736,140,NaN
1645401000,24.03425,24.03935,24.0135,24.0135,24.005543390254058,129,NaN
1645401300,24.0135,24.0159,23.9972,23.99905,24.004615763074906,175,NaN
1645401600,23.99905,24.00805,23.98565,23.989,24.00238493977849,219,NaN
1645401900,23.989,23.9987,23.9832,23.9839,23.99974423409585,301,NaN
1645402200,23.9839,23.9989,23.98335,23.9885,23.998137914939296,97,NaN
1645402500,23.9885,24.00215,23.9824,24.00085,23.998525355662252,62,NaN
1645402800,24.00085,24.00085,23.98525,23.98525,23.99662887628193,21,NaN
1645403100,23.98525,23.99155,23.98525,23.98755,23.995331893955942,15,NaN
1645403400,23.98755,24.0055,23.98755,24.0055,23.996784480533666,29,NaN
1645403700,24.0055,24.0055,23.98845,23.9949,23.99651526902886,48,205.4
1645404000,23.9949,24.0091,23.9949,23.9982,23.996755944881876,34,199.05
1645404300,23.9982,24.0086,23.99255,23.9972,23.996819381327324,21,165.15
1645404600,23.9972,24.0041,23.9085,23.951,23.99027375542342,885,177.45
1645404900,23.951,23.954,23.873,23.88685,23.975498933220077,1770,255.1
1645405200,23.88685,23.952,23.8732,23.9174,23.96719908561721,2306,359.85
1645405500,23.9174,23.931,23.87575,23.89425,23.956777787671893,623,381.15
1645405800,23.89425,23.8945,23.809,23.8182,23.93698096086162,882,407.3
1645406100,23.8182,23.85875,23.8146,23.854,23.92512653788139,244,411.35
1645406400,23.854,23.859,23.8309,23.847,23.913965603898333,499,425
1645406700,23.847,23.855,23.8397,23.8506,23.904913374769997,261,431.05
1645407000,23.8506,23.8506,23.742,23.78,23.887068606945714,395,444.35
1645407300,23.78,23.8125,23.751,23.8103,23.87610166309633,210,446.1
1645407600,23.8103,23.8225,23.78795,23.8181,23.867815711225425,145,442.4
1645407900,23.8181,23.8305,23.8167,23.82025,23.86102060962179,90,431.85
1645408200,23.82025,23.8308,23.8095,23.8225,23.855517665390103,83,431.15
1645408500,23.8225,23.8245,23.8041,23.8065,23.84851514176295,86,432.35
1645408800,23.8065,23.817,23.7903,23.7903,23.840198692939673,53,433.95
1645409100,23.7903,23.7975,23.78425,23.79075,23.83313459394829,33,434.85
1645409400,23.79075,23.8065,23.79,23.7942,23.827572509098534,36,435.2
1645409700,23.7942,23.7965,23.7897,23.7965,23.823133579227317,21,433.85
1645410000,23.7965,23.826,23.7965,23.8085,23.82104306790913,74,435.85
1645410300,23.8085,23.81345,23.7935,23.79985,23.818015486779252,33,436.45
1645410600,23.79985,23.8305,23.79775,23.82825,23.819477560096505,65,395.45
1645410900,23.82825,23.82825,23.78885,23.79325,23.815730765797007,65,310.2
1645411200,23.79325,23.7935,23.7798,23.7845,23.811269227826006,32,196.5
1645411500,23.7845,23.79445,23.77345,23.794,23.808802195279437,39,167.3
1645411800,23.794,23.80075,23.781,23.781,23.80483045309666,30,124.7
1645412100,23.781,23.81215,23.781,23.8076,23.80522610265428,35,114.25
1645412400,23.8076,23.8165,23.8033,23.8142,23.806508087989386,29,90.75
1645412700,23.8142,23.8236,23.8066,23.82155,23.808656932562332,37,79.55
1645413000,23.82155,23.82155,23.81185,23.8171,23.80986308505343,23,60.95
1645413300,23.8171,23.8245,23.8158,23.82245,23.811661215760086,17,51.3
1645413600,23.82245,23.849,23.8201,23.8385,23.815495327794363,84,48.25
1645413900,23.8385,23.8515,23.8287,23.831,23.817710280966594,57,46.6
1645414200,23.831,23.8335,23.8235,23.8275,23.819108812257078,26,43.75
1645414500,23.8275,23.8385,23.8275,23.8345,23.82130755336321,16,40.25
1645414800,23.8345,23.8365,23.83175,23.8365,23.82347790288275,9,38.05
1645415100,23.8365,23.8395,23.8345,23.8395,23.825766773899495,13,37.05
1645415400,23.8395,23.8395,23.8318,23.8345,23.82701437762814,12,35.85
1645415700,23.8345,23.8395,23.8315,23.8315,23.82765518082412,17,35.65
1645416000,23.8315,23.836,23.8285,23.8285,23.827775869277815,13,32.6
1645416300,23.8285,23.8285,23.8085,23.8085,23.8250221736667,9,31.4
1645416600,23.8085,23.8195,23.7955,23.7955,23.820804720285743,23,29.3
1645416900,23.7955,23.8185,23.7955,23.8115,23.819475474530638,29,27.5
1645417200,23.8115,23.8135,23.8085,23.8105,23.818193263883405,28,27.3
1645417500,23.8105,23.8135,23.7975,23.7975,23.815237083328636,23,26.5
1645417800,23.7975,23.8095,23.7975,23.8045,23.813703214281684,11,25.55
