time,open,high,low,close,Volume,Volume MA
1546380000,1282.413,1282.706,1280.715,1281.31,437,NaN
1546387200,1281.31,1281.922,1278.782,1279.944,1688,NaN
1546394400,1279.944,1283.516,1279.742,1282.394,1597,NaN
1546401600,1282.394,1286.564,1282.142,1286.252,1407,NaN
1546408800,1286.252,1287.494,1284.72,1285.572,2514,NaN
1546416000,1285.572,1288.84,1285.007,1287.16,3213,NaN
1546423200,1287.16,1287.987,1286.455,1286.52,1336,NaN
1546430400,1286.52,1287.539,1283.381,1284.402,4493,NaN
1546437600,1284.402,1287.041,1281.904,1285.874,7007,NaN
1546444800,1285.874,1287.834,1283.396,1284.139,4468,NaN
1546452000,1284.139,1284.216,1278.859,1281.632,3645,NaN
1546459200,1281.632,1285.278,1280.832,1284.343,1154,NaN
1546466400,1284.343,1290.202,1284.343,1285.96,3491,NaN
1546473600,1285.96,1288.62,1285.156,1288.426,3218,NaN
1546480800,1288.426,1289.797,1287.639,1288.007,1713,NaN
1546488000,1288.007,1290.399,1287.819,1290.143,1392,NaN
1546495200,1290.143,1292.346,1288.582,1289.732,2876,NaN
1546502400,1289.732,1290.743,1287.354,1288.199,3800,NaN
1546509600,1288.199,1288.882,1286.072,1287.344,2188,NaN
1546516800,1287.344,1290.194,1284.668,1287.936,6183,2891
1546524000,1287.936,1291.396,1286.925,1289.859,9732,3355.75
1546531200,1289.859,1291.017,1288.345,1290.435,5631,3552.9
1546538400,1290.435,1293.556,1290.158,1293.397,3629,3654.5
1546545600,1293.397,1295.01,1292.349,1294.097,1950,3681.65
1546552800,1294.097,1295.4,1293.019,1295.276,826,3597.25
1546560000,1295.276,1298.633,1295.038,1297.086,3235,3598.35
1546567200,1297.086,1298.21,1294.651,1295.671,1854,3624.25
1546574400,1295.671,1296.432,1294.064,1295.593,1314,3465.3
1546581600,1295.593,1295.896,1293.114,1294.696,2201,3225
1546588800,1294.696,1295.405,1289.504,1290.251,2930,3148.1
1546596000,1290.251,1292.184,1290.026,1291.394,1141,3022.9
1546603200,1291.394,1291.804,1285.523,1287.788,7205,3325.45
1546610400,1287.788,1287.9,1276.699,1283.586,15369,3919.35
1546617600,1283.586,1286.223,1282.494,1284.456,6090,4062.95
1546624800,1284.456,1285.256,1283.384,1284.377,2965,4125.55
1546632000,1284.377,1285.954,1284.2,1285.145,1049,4108.4
1546812000,1285.145,1286.763,1284.248,1284.306,864,4007.8
1546819200,1284.306,1289.9,1282.728,1288.96,2486,3942.1
1546826400,1288.96,1289.752,1288.263,1288.88,1168,3891.1
1546833600,1288.88,1291.892,1288.652,1291.516,1374,3650.65
1546840800,1291.516,1292.034,1288.807,1291.511,2952,3311.65
1546848000,1291.511,1292.502,1289.928,1291.442,2411,3150.65
1546855200,1291.442,1292.125,1290.594,1291.027,1203,3029.35
1546862400,1291.027,1295.106,1290.934,1292.44,3045,3084.1
1546869600,1292.44,1293.163,1287.722,1288.938,6013,3343.45
1546876800,1288.938,1289.044,1286.264,1288.314,3302,3346.8
1546884000,1288.314,1289.056,1287.696,1288.48,1915,3349.85
1546891200,1288.48,1289.28,1286.856,1289.123,1019,3335.1
1546898400,1289.123,1289.69,1288.858,1288.966,247,3237.4
1546905600,1288.966,1290.323,1286.209,1286.344,2069,3194.35
1546912800,1286.344,1287.194,1283.455,1283.894,1491,3211.85
1546920000,1283.894,1283.995,1281.856,1283.086,1191,2911.15
1546927200,1283.086,1284.825,1281.717,1282.818,2291,2257.25
