time,open,high,low,close,Basis,Upper,Lower
1633039200,1756.14,1756.97,1755.86,1755.99,NaN,NaN,NaN
1633040100,1755.99,1756.22,1755.64,1756.04,NaN,NaN,NaN
1633041000,1756.04,1756.26,1755.46,1755.57,NaN,NaN,NaN
1633041900,1755.57,1755.69,1755.35,1755.46,NaN,NaN,NaN
1633042800,1755.46,1755.6,1754.85,1754.96,1755.604,1756.3917664627547,1754.8162335372454
1633043700,1754.96,1754.96,1754.12,1754.66,1755.3380000000002,1756.3030202051193,1754.372979794881
1633044600,1754.66,1755.34,1753.38,1753.45,1754.8200000000002,1756.341630703717,1753.2983692962832
1633045500,1753.45,1753.94,1752.95,1753.19,1754.3439999999998,1756.1002961035238,1752.587703896476
1633046400,1753.19,1753.74,1751.97,1751.98,1753.648,1755.7977311464374,1751.4982688535624
1633047300,1751.98,1753.8,1751.89,1753.65,1753.386,1755.109280592422,1751.662719407578
1633048200,1753.65,1753.68,1751.69,1751.91,1752.836,1754.3206198168696,1751.3513801831305
1633049100,1751.91,1752.51,1751.3,1751.58,1752.462,1754.0760086742735,1750.8479913257265
1633050000,1751.58,1753.52,1750.72,1752.9,1752.4039999999998,1753.927501231621,1750.8804987683786
1633050900,1752.9,1755.98,1752.88,1755.74,1753.1559999999997,1756.1255683195357,1750.1864316804638
1633051800,1755.74,1756.17,1754.73,1755.92,1753.61,1757.3396648644793,1749.8803351355205
1633052700,1755.92,1756.38,1754.55,1754.77,1754.1819999999996,1757.5533712351514,1750.8106287648477
1633053600,1754.77,1755.32,1753.52,1754.34,1754.7339999999997,1756.9136733708758,1752.5543266291236
1633054500,1754.34,1755.52,1753.5,1755.5,1755.2539999999997,1756.457302124999,1754.0506978750004
1633055400,1755.5,1756.75,1754.97,1756.17,1755.3399999999997,1756.7186370092893,1753.96136299071
1633056300,1756.17,1756.97,1755.35,1755.53,1755.2619999999995,1756.5410871775907,1753.9829128224083
1633057200,1755.53,1755.97,1755,1755.08,1755.3239999999998,1756.5296268087452,1754.1183731912545
1633058100,1755.08,1755.26,1754.62,1754.64,1755.3839999999996,1756.4032232360923,1754.3647767639068
1633059000,1754.64,1754.68,1752.53,1752.78,1754.8399999999997,1757.1354215313388,1752.5445784686606
1633059900,1752.78,1754.21,1752.05,1754.08,1754.4219999999998,1756.3238475239773,1752.5201524760223
1633060800,1754.08,1754.38,1752.84,1752.9,1753.896,1755.7348518162114,1752.0571481837885
1633061700,1752.9,1753.48,1751.3,1751.82,1753.244,1755.2458231698631,1751.2421768301367
1633062600,1751.82,1753.92,1751.12,1753.7,1753.0559999999998,1754.6286461785178,1751.4833538214818
1633063500,1753.7,1754.25,1753.06,1753.69,1753.2379999999998,1754.8508682538486,1751.625131746151
1633064400,1753.69,1753.73,1751.9,1752.1,1752.8419999999999,1754.4049920035843,1751.2790079964154
1633065300,1752.1,1752.52,1751.13,1751.23,1752.5079999999998,1754.5261337922643,1750.4898662077353
1633066200,1751.23,1752.64,1751.21,1751.81,1752.5059999999999,1754.5268750585092,1750.4851249414905
1633067100,1751.81,1752.2,1750.98,1752.19,1752.2039999999997,1753.8344894987272,1750.5735105012723
1633068000,1752.19,1753.66,1751.18,1753.16,1752.098,1753.3542420152355,1750.8417579847644
1633068900,1753.16,1755.03,1752.59,1754.55,1752.5879999999997,1754.917717580235,1750.2582824197646
1633069800,1754.55,1755.38,1753.33,1754.53,1753.248,1755.5342510797218,1750.9617489202783
1633070700,1754.53,1756.92,1754.16,1755.8,1754.0459999999998,1756.5431215433437,1751.548878456656
1633071600,1755.8,1757.32,1755.57,1755.74,1754.7559999999999,1756.6948491443052,1752.8171508556945
1633072500,1755.74,1756.42,1753.37,1753.6,1754.8439999999998,1756.5051610406833,1753.1828389593163
1633073400,1753.6,1755.02,1753.13,1754.82,1754.898,1756.5347968726119,1753.261203127388
1633074300,1754.82,1755.8,1751.8,1753.17,1754.6259999999997,1756.7855406931405,1752.466459306859
1633075200,1753.17,1753.28,1751.42,1752.36,1753.9379999999996,1756.341211186197,1751.5347888138024
1633076100,1752.36,1753.65,1752.2,1753.48,1753.4859999999996,1755.076049057317,1751.8959509426822
1633077000,1753.48,1753.56,1751.41,1752.29,1753.2239999999995,1755.0645477463668,1751.3834522536322
1633077900,1752.29,1753.99,1752.22,1752.97,1752.8539999999994,1753.7780432946358,1751.9299567053629
1633078800,1752.97,1755.22,1752.97,1754.56,1753.1319999999996,1754.803282144518,1751.460717855481
1633079700,1754.56,1755.37,1753.97,1754.58,1753.5759999999996,1755.3663117067442,1751.785688293255
1633080600,1754.58,1756.77,1754.54,1754.95,1753.8699999999997,1755.9586359200448,1751.7813640799545
1633081500,1754.95,1756.07,1754.63,1755.1,1754.4319999999996,1755.9525998836903,1752.9114001163089
1633082400,1755.1,1755.74,1754.21,1754.68,1754.7739999999994,1755.2025043857525,1754.3454956142464
1633083300,1754.68,1755.61,1754.11,1754.83,1754.8279999999995,1755.1992465573958,1754.4567534426033
1633084200,1754.83,1755.09,1753.3,1753.82,1754.6759999999995,1755.5754754072423,1753.7765245927567
1633085100,1753.82,1754.55,1753.26,1753.3,1754.3459999999995,1755.6980710062953,1752.9939289937038
1633086000,1753.3,1755.47,1752.86,1754.09,1754.1439999999996,1755.2676084752898,1753.0203915247093
1633086900,1754.09,1755.01,1753.58,1754.23,1754.0539999999994,1755.0570832507376,1753.0509167492612
1633087800,1754.23,1756.15,1752.06,1754.44,1753.9759999999994,1754.7629536243371,1753.1890463756617
1633088700,1754.44,1755.11,1753.11,1754.64,1754.1399999999994,1755.0592170624045,1753.2207829375943
1633089600,1754.64,1754.72,1750,1750.21,1753.5219999999995,1756.854972248333,1750.189027751666
1633090500,1750.21,1754.52,1749.82,1753.02,1753.3079999999995,1756.604820287284,1750.0111797127151
1633091400,1753.02,1757.24,1752.32,1757.24,1753.9099999999994,1758.5043269377452,1749.3156730622536
1633092300,1757.24,1759.84,1755.82,1756.68,1754.3579999999995,1759.4784124842452,1749.2375875157538
1633093200,1756.68,1757.62,1755.26,1757.09,1754.8479999999995,1760.430621607084,1749.265378392915
1633094100,1757.09,1758.59,1755.65,1756.91,1756.1879999999994,1759.377969280336,1752.998030719663
1633095000,1756.91,1759.17,1754.65,1758.37,1757.2579999999994,1758.431125743183,1756.0848742568157
1633095900,1758.37,1759.94,1755.01,1757.7,1757.3499999999992,1758.5740915047616,1756.125908495237
1633096800,1757.7,1759.72,1752.78,1758.38,1757.6899999999994,1758.9251518167932,1756.4548481832055
1633097700,1758.38,1761.24,1757.87,1760.05,1758.2819999999992,1760.3535752488888,1756.2104247511097
1633098600,1760.05,1764.32,1759.01,1759.24,1758.7479999999996,1760.3762211179007,1757.1197788820984
1633099500,1759.24,1760.96,1757.54,1758.82,1758.8379999999993,1760.4218383796656,1757.254161620333
1633100400,1758.82,1758.97,1755.88,1756.08,1758.5139999999992,1761.1856766297717,1755.8423233702267
1633101300,1756.08,1758.59,1755.87,1758.45,1758.527999999999,1761.19745387953,1755.8585461204682
1633102200,1758.45,1761.17,1757.81,1761.11,1758.7399999999993,1761.9689936530444,1755.5110063469542
1633103100,1761.11,1762.67,1760.92,1761.71,1759.2339999999992,1763.2721896950093,1755.1958103049892
1633104000,1761.71,1762.68,1760.75,1761.52,1759.7739999999994,1764.1539652976403,1755.3940347023586
1633104900,1761.52,1762.62,1760.84,1762.42,1761.0419999999995,1763.7691494291757,1758.3148505708232
1633105800,1762.42,1762.85,1760.79,1760.9,1761.5319999999997,1762.5894989393635,1760.474501060636
1633106700,1760.9,1760.91,1759.33,1759.43,1761.1959999999995,1763.2106900529575,1759.1813099470414
1633107600,1759.43,1760.27,1758.25,1758.45,1760.5439999999994,1763.404002798917,1757.6839972010819
1633108500,1758.45,1759.02,1757.79,1758.39,1759.9179999999997,1763.0102199156847,1756.8257800843146
1633109400,1758.39,1759.82,1758.38,1759.21,1759.2759999999994,1761.0942893088056,1757.4577106911931
1633110300,1759.21,1759.73,1759.11,1759.22,1758.9399999999994,1759.8044073163044,1758.0755926836944
1633111200,1759.22,1759.89,1758.67,1759.32,1758.9179999999997,1759.7357432390168,1758.1002567609826
1633112100,1759.32,1759.61,1758.54,1758.78,1758.9839999999997,1759.6849251062015,1758.283074893798
1633113000,1758.78,1759.52,1758.75,1759.41,1759.1879999999994,1759.6212943668877,1758.7547056331111
1633113900,1759.41,1759.44,1758.53,1758.98,1759.1419999999994,1759.604064940185,1758.6799350598137
1633114800,1758.98,1758.98,1757.31,1757.43,1758.7839999999997,1760.2125433156573,1757.355456684342
1633115700,1757.43,1758.11,1757.42,1757.81,1758.4819999999995,1759.966932324285,1756.997067675714
1633116600,1757.81,1758.56,1757.46,1758.39,1758.4039999999998,1759.8587907084584,1756.9492092915411
1633117500,1758.39,1760.31,1758.34,1760.05,1758.5319999999997,1760.3782675881473,1756.685732411852
1633118400,1760.05,1760.45,1759.59,1760.02,1758.7399999999993,1760.9414540670805,1756.5385459329182
1633119300,1760.02,1760.02,1759.33,1759.92,1759.2379999999994,1761.1341603332748,1757.341839666724
1633120200,1759.92,1760.36,1759.79,1759.79,1759.6339999999996,1760.8912096111317,1758.3767903888674
1633121100,1759.79,1761.05,1759.65,1760.83,1760.1219999999994,1760.852961016667,1759.3910389833318
1633298400,1760.83,1762.1,1760.43,1762.02,1760.5159999999996,1762.1866693281524,1758.8453306718468
1633299300,1762.02,1765.29,1762.02,1764.86,1761.4839999999997,1765.2179651851056,1757.7500348148938
1633300200,1764.86,1765.32,1763.95,1764.63,1762.4259999999995,1766.4700098921555,1758.3819901078434
1633301100,1764.63,1764.8,1763.93,1763.96,1763.2599999999998,1766.4057145457766,1760.114285454223
1633302000,1763.96,1764.12,1763.13,1763.46,1763.7859999999996,1765.8100790512706,1761.7619209487286
1633302900,1763.46,1765.27,1763.46,1763.71,1764.1239999999998,1765.196164167666,1763.0518358323336
1633303800,1763.71,1764.3,1763.55,1763.55,1763.8619999999996,1764.7017523475408,1763.0222476524584
1633304700,1763.55,1763.59,1762.87,1763.23,1763.5819999999997,1764.0711462008385,1763.0928537991608
1633305600,1763.23,1764.98,1762.78,1764.95,1763.7799999999995,1764.9904875082254,1762.5695124917736
1633306500,1764.95,1765.32,1763.25,1763.99,1763.8859999999997,1765.0580477827168,1762.7139522172827
1633307400,1763.99,1764.51,1763.3,1764.25,1763.9939999999995,1765.1806996288951,1762.8073003711038
1633308300,1764.25,1765.77,1763.63,1764.08,1764.0999999999997,1765.2006906945262,1762.9993093054732
1633309200,1764.08,1765.4,1763.8,1764.65,1764.3839999999996,1765.108828261606,1763.659171738393
1633310100,1764.65,1764.99,1763.96,1764.36,1764.2659999999996,1764.7284456810303,1763.803554318969
1633311000,1764.36,1765,1763.9,1764.22,1764.3119999999994,1764.694287860471,1763.929712139528
1633311900,1764.22,1764.27,1762.22,1762.22,1763.9059999999997,1765.633685157718,1762.1783148422815
1633312800,1762.22,1762.57,1761.26,1761.33,1763.3559999999998,1766.0129335717088,1760.6990664282907
1633313700,1761.33,1761.77,1759.88,1759.9,1762.4059999999997,1765.821391046996,1758.9906089530034
1633314600,1759.9,1760.5,1759.37,1759.39,1761.4119999999998,1764.86674514292,1757.9572548570795
1633315500,1759.39,1759.7,1758.47,1759.09,1760.3859999999997,1762.7797451836595,1757.99225481634
1633316400,1759.09,1759.71,1758.94,1759.66,1759.8739999999998,1761.4271439091165,1758.3208560908831
1633317300,1759.66,1759.7,1758.97,1759.47,1759.5019999999997,1760.0436124113048,1758.9603875886946
1633318200,1759.47,1759.68,1758.24,1758.5,1759.2219999999993,1760.0320765449317,1758.411923455067
1633319100,1758.5,1758.94,1757.89,1758.86,1759.1159999999995,1759.9487880918418,1758.2832119081572
1633320000,1758.86,1760.1,1758.75,1760.09,1759.3159999999993,1760.4526336289216,1758.179366371077
1633320900,1760.09,1760.69,1760,1760.05,1759.3939999999996,1760.660465950399,1758.1275340496002
1633321800,1760.05,1761.69,1759.47,1761.11,1759.7219999999993,1761.5994195070805,1757.844580492918
1633322700,1761.11,1761.32,1760.65,1760.67,1760.1559999999995,1761.671129038317,1758.640870961682
1633323600,1760.67,1761.07,1760.33,1760.98,1760.5799999999995,1761.4609086242401,1759.6990913757588
1633324500,1760.98,1761.63,1760.98,1761.51,1760.8639999999996,1761.8403278135586,1759.8876721864406
1633325400,1761.51,1762.16,1760.58,1761.2,1761.0939999999996,1761.6434142351984,1760.5445857648008
1633326300,1761.2,1761.6,1760.77,1761.42,1761.1559999999997,1761.7653406270185,1760.546659372981
1633327200,1761.42,1762.78,1760.24,1760.48,1761.1179999999997,1761.8543042852855,1760.381695714714
1633328100,1760.48,1761.62,1758.93,1759.11,1760.7439999999995,1762.530912421541,1758.957087578458
1633329000,1759.11,1759.87,1757.44,1758.5,1760.1419999999994,1762.444707972063,1757.8392920279357
1633329900,1758.5,1759.29,1756.63,1757.85,1759.4719999999993,1762.082360895504,1756.8616391044945
1633330800,1757.85,1758.44,1756.62,1757.03,1758.5939999999996,1760.9318143640694,1756.2561856359298
1633331700,1757.03,1757.6,1754.52,1755.04,1757.5059999999994,1760.3325767288609,1754.679423271138
1633332600,1755.04,1755.54,1753.11,1754.21,1756.5259999999994,1759.809378748136,1753.2426212518628
1633333500,1754.21,1755.11,1753.44,1753.5,1755.5259999999994,1758.8409021105329,1752.211097889466
1633334400,1753.5,1755.48,1753.22,1753.89,1754.7339999999997,1757.2439673308868,1752.2240326691126
1633335300,1753.89,1754.16,1751.84,1752.7,1753.8679999999993,1755.4147850557815,1752.321214944217
1633336200,1752.7,1752.72,1748.92,1748.93,1752.6459999999995,1756.4966643585758,1748.7953356414232
1633337100,1748.93,1751.74,1748.83,1751.55,1752.1139999999996,1755.6776520596034,1748.5503479403958
1633338000,1751.55,1752.09,1750.84,1750.84,1751.5819999999997,1754.9478853220676,1748.2161146779317
1633338900,1750.84,1751.69,1750.71,1750.93,1750.9899999999993,1753.44069786139,1748.5393021386087
1633339800,1750.93,1752.45,1750.91,1751.39,1750.7279999999996,1752.6041833604158,1748.8518166395834
1633340700,1751.39,1752.02,1750.3,1750.94,1751.1299999999997,1751.6986475180684,1750.561352481931
1633341600,1750.94,1751.63,1750.24,1750.54,1750.9279999999994,1751.473439276263,1750.3825607237359
1633342500,1750.54,1751,1748.77,1750.61,1750.8819999999996,1751.4851119314317,1750.2788880685675
1633343400,1750.61,1750.78,1749.06,1749.2,1750.5359999999994,1752.0010378855166,1749.0709621144822
1633344300,1749.2,1749.48,1748.63,1749.28,1750.1139999999991,1751.5674703326317,1748.6605296673665
1633345200,1749.28,1749.46,1747.79,1748.71,1749.6679999999992,1751.2003393897478,1748.1356606102506
1633346100,1748.71,1750.75,1748.59,1750.27,1749.6139999999991,1751.0345689031715,1748.1934310968268
1633347000,1750.27,1751.43,1748.37,1750.86,1749.6639999999993,1751.231295761899,1748.0967042380996
1633347900,1750.86,1754.5,1750.79,1753.52,1750.527999999999,1753.8736216176992,1747.182378382299
1633348800,1753.52,1753.85,1752.48,1753.3,1751.3319999999992,1755.0074188885985,1747.6565811113999
1633349700,1753.3,1753.5,1751.33,1752.59,1752.1079999999995,1754.7283328039284,1749.4876671960706
1633350600,1752.59,1758.34,1751.75,1757.52,1753.5579999999995,1757.9381077613768,1749.1778922386222
1633351500,1757.52,1758.37,1754.21,1755.19,1754.4239999999995,1757.9585291063513,1750.8894708936477
1633352400,1755.19,1755.19,1750.71,1751.3,1753.9799999999996,1758.322589089864,1749.637410910135
1633353300,1751.3,1753.01,1750.34,1750.74,1753.4679999999996,1758.5510762341862,1748.384923765813
1633354200,1750.74,1752.3,1748.53,1752,1753.3499999999997,1758.5354874411728,1748.1645125588266
1633355100,1752,1753.34,1748.61,1752.23,1752.292,1755.374892148395,1749.2091078516048
1633356000,1752.23,1758.52,1752.23,1756.7,1752.5939999999996,1756.8325204968405,1748.3554795031587
1633356900,1756.7,1762.62,1754.07,1760.9,1754.514,1762.0685758317527,1746.959424168247
1633357800,1760.9,1767.86,1759.25,1767.23,1757.812,1769.2805336464164,1746.3434663535834
1633358700,1767.23,1770.59,1766.32,1766.44,1760.6999999999996,1772.1322141339397,1749.2677858660595
1633359600,1766.44,1768,1763.05,1764.51,1763.1559999999997,1770.9526618499208,1755.3593381500787
1633360500,1764.51,1765.23,1762.73,1764.44,1764.7039999999997,1769.0832346366283,1760.3247653633712
1633361400,1764.44,1765.64,1763.63,1764.9,1765.5039999999997,1767.7561314351865,1763.2518685648129
1633362300,1764.9,1766.95,1764.89,1765.55,1765.1679999999997,1766.6643101287818,1763.6716898712175
1633363200,1765.55,1769.05,1765.19,1769.02,1765.6839999999997,1769.1118062954172,1762.2561937045823
1633364100,1769.02,1769.21,1766.22,1768.55,1766.4919999999995,1770.3139031913524,1762.6700968086466
1633365000,1768.55,1769.99,1768.09,1769.69,1767.5419999999995,1771.4162927102368,1763.6677072897621
1633365900,1769.69,1770.29,1768.22,1769.1,1768.3819999999996,1771.3052694032128,1765.4587305967864
1633366800,1769.1,1769.11,1766.91,1767.11,1768.694,1770.4359345558762,1766.9520654441237
1633367700,1767.11,1767.87,1766.54,1766.54,1768.1979999999996,1770.5806506250926,1765.8153493749066
1633368600,1766.54,1767.1,1764.8,1765.82,1767.6519999999996,1770.6368524255986,1764.6671475744006
1633369500,1765.82,1765.83,1764.03,1764.21,1766.5559999999998,1769.759063533065,1763.3529364669346
1633370400,1764.21,1765.04,1763.76,1764.26,1765.5879999999997,1767.9441120518886,1763.2318879481109
1633371300,1764.26,1765.4,1763.99,1765.21,1765.2079999999999,1767.0065505268851,1763.4094494731146
1633372200,1765.21,1766.52,1764.77,1766.38,1765.1759999999995,1766.8819237976386,1763.4700762023604
1633373100,1766.38,1767.16,1765.83,1767,1765.4119999999998,1767.6519071410355,1763.172092858964
1633374000,1767,1767,1763.75,1763.97,1765.364,1767.7125348619588,1763.0154651380412
1633374900,1763.97,1765.36,1763.67,1764.96,1765.5039999999997,1767.6470669616363,1763.360933038363
1633375800,1764.96,1767.11,1764.96,1767.02,1765.8659999999995,1768.282198668411,1763.449801331588
1633376700,1767.02,1768.84,1767.02,1768.84,1766.3579999999997,1769.7835136841552,1762.9324863158442
1633377600,1768.84,1768.84,1768.1,1768.2,1766.5979999999995,1770.3247122246091,1762.8712877753899
1633378500,1768.2,1768.22,1767.78,1768.1,1767.4239999999998,1770.1514486248127,1764.6965513751868
1633379400,1768.1,1768.54,1768.06,1768.51,1768.1339999999996,1769.362436406072,1766.9055635939271
1633380300,1768.51,1769.84,1768.45,1768.73,1768.4759999999994,1769.052694030477,1767.899305969522
1633384800,1768.73,1769.81,1768.18,1768.59,1768.426,1768.9024199805947,1767.9495800194052
1633385700,1768.59,1769.04,1768.59,1768.71,1768.5279999999996,1768.9851914290264,1768.0708085709728
1633386600,1768.71,1769.03,1768.24,1768.95,1768.6979999999996,1768.996904670934,1768.3990953290652
1633387500,1768.95,1769.44,1768.82,1768.86,1768.7679999999996,1769.0179279946697,1768.5180720053295
1633388400,1768.86,1769.26,1767.93,1768.32,1768.6859999999997,1769.1275608658525,1768.244439134147
1633389300,1768.32,1768.95,1767.89,1768.16,1768.5999999999997,1769.215922072726,1767.9840779272733
1633390200,1768.16,1768.79,1767.9,1767.93,1768.444,1769.238642054728,1767.649357945272
1633391100,1767.93,1768.22,1767.45,1768.18,1768.2899999999997,1768.9125110443504,1767.667488955649
1633392000,1768.18,1768.45,1767.04,1767.69,1768.0559999999998,1768.4993689200426,1767.612631079957
1633392900,1767.69,1767.99,1767.04,1767.26,1767.8439999999998,1768.528058475565,1767.1599415244345
1633393800,1767.26,1767.75,1766.37,1766.45,1767.5019999999997,1768.7164068510367,1766.2875931489627
1633394700,1766.45,1766.65,1765.75,1765.95,1767.1059999999998,1768.727090990087,1765.4849090099126
1633395600,1765.95,1766.77,1765.58,1766.59,1766.7879999999998,1768.0183105282856,1765.557689471714
1633396500,1766.59,1766.61,1764.79,1765.05,1766.2599999999998,1767.7311084244318,1764.7888915755677
1633397400,1765.05,1765.35,1763.72,1764.05,1765.6179999999997,1767.5213612363825,1763.714638763617
1633398300,1764.05,1765.2,1763.26,1764.27,1765.182,1767.1216659483641,1763.242334051636
1633399200,1764.27,1765.01,1763.8,1764.32,1764.8559999999998,1766.7160473100064,1762.9959526899931
1633400100,1764.32,1764.37,1763.48,1763.48,1764.234,1765.2447106383554,1763.2232893616444
1633401000,1763.48,1763.62,1761.84,1762.29,1763.682,1765.1963790783366,1762.1676209216635
1633401900,1762.29,1762.43,1761.79,1762.12,1763.2959999999998,1765.1777268655717,1761.414273134428
1633402800,1762.12,1762.12,1760.85,1760.94,1762.6299999999999,1764.9641636608806,1760.2958363391192
1633403700,1760.94,1761.28,1760.49,1761.16,1761.998,1763.8130658373684,1760.1829341626317
1633404600,1761.16,1761.49,1760.45,1760.6,1761.4219999999998,1762.7538498402619,1760.0901501597377
1633405500,1760.6,1760.71,1759.52,1760.04,1760.9719999999998,1762.3464176937484,1759.597582306251
1633406400,1760.04,1760.22,1758.38,1758.69,1760.2859999999996,1762.0518810830706,1758.5201189169286
1633407300,1758.69,1759.17,1757.81,1758.28,1759.7539999999997,1761.9592881894262,1757.5487118105732
1633408200,1758.28,1759.46,1758.03,1759.16,1759.3539999999998,1761.0639988297032,1757.6440011702964
1633409100,1759.16,1759.36,1758.58,1759.19,1759.0719999999997,1760.249074339151,1757.8949256608482
1633410000,1759.19,1760.45,1758.69,1759.96,1759.0559999999998,1760.181031554422,1757.9309684455777
1633410900,1759.96,1760.6,1759.24,1759.97,1759.312,1760.562881286733,1758.0611187132668
1633411800,1759.97,1760.03,1757.54,1757.66,1759.1879999999996,1760.871586647213,1757.5044133527863
1633412700,1757.66,1758.41,1756.45,1758.16,1758.9879999999998,1760.8639701478996,1757.1120298521
1633413600,1758.16,1759.21,1756.43,1758.64,1758.878,1760.7581872234841,1756.9978127765157
1633414500,1758.64,1759.34,1757.39,1757.89,1758.464,1760.1052970460735,1756.8227029539264
1633415400,1757.89,1759.08,1756.72,1758.58,1758.1859999999997,1758.9482702924827,1757.4237297075167
1633416300,1758.58,1758.72,1755.4,1757.22,1758.0979999999995,1759.1349493725656,1757.0610506274334
1633417200,1757.22,1757.67,1755.44,1756.42,1757.75,1759.435324892962,1756.064675107038
1633418100,1756.42,1760.48,1756.42,1759.86,1757.994,1760.345632622928,1755.6423673770719
1633419000,1759.86,1760.94,1758.93,1760.14,1758.444,1761.3415465470675,1755.5464534529324
